person,origin,micro,group,xy,shelter,injured,intention,why_survived,knowledge,executed_movement_orders,bone_chain,canon_status
P12-10,P12,,upper-Cottage_11,"[16.8797, 91.2934]",,False,Leave newly compromised shelter for a nearby known refuge after local disagreement,"Outside at the terminal clock, still following an interrupted journey. Bone had changed this person's movement, but no later completed intended hit reached them. The Mayor's fixed death ends this primary ledger; no cleanup event is inferred.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""unknown"", ""bone"": ""direct: precise local attack"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [""P13-01""], ""witch"": [], ""warnings"": [{""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Cottage_11"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_11"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_11"", ""mode"": ""direct""}, {""topic"": ""injury"", ""value"": ""P12-14"", ""source"": ""E252"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Cottage_03"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_03"", ""mode"": ""direct""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E521"", ""mode"": ""direct""}]}","[184, 290, 360.0]","[""E521""]",Failed V4 experimental outcome; not approved survivor lore.
P12-11,P12,,upper-yards,"[-10.564, 91.4845]",UpperCottage,False,Stay silent and move behind intact inner cover after seeing the probe; outside danger is less understood,"At UpperCottage, structural state 0. A probe reached this shelter; detection did not itself authorize a remote attack. No lethal executed attack intersected this person's final shelter/movement after their last relocation. The remaining roof/cover and separation from Blood's body retained protection.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""heard: indistinct impacts"", ""bone"": ""unknown"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [], ""witch"": [], ""warnings"": [{""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E044"", ""mode"": ""heard""}, {""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-UpperCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-UpperCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-UpperCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-UpperCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-UpperCottage"", ""mode"": ""direct""}]}",[90],[],Failed V4 experimental outcome; not approved survivor lore.
P12-12,P12,,upper-yards,"[-10.564, 91.4845]",UpperCottage,False,Stay silent and move behind intact inner cover after seeing the probe; outside danger is less understood,"At UpperCottage, structural state 0. A probe reached this shelter; detection did not itself authorize a remote attack. No lethal executed attack intersected this person's final shelter/movement after their last relocation. The remaining roof/cover and separation from Blood's body retained protection.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""heard: indistinct impacts"", ""bone"": ""unknown"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [], ""witch"": [], ""warnings"": [{""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E044"", ""mode"": ""heard""}, {""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-UpperCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-UpperCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-UpperCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-UpperCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-UpperCottage"", ""mode"": ""direct""}]}",[90],[],Failed V4 experimental outcome; not approved survivor lore.
P12-13,P12,,upper-yards,"[-10.564, 91.4845]",UpperCottage,False,Stay silent and move behind intact inner cover after seeing the probe; outside danger is less understood,"At UpperCottage, structural state 0. A probe reached this shelter; detection did not itself authorize a remote attack. No lethal executed attack intersected this person's final shelter/movement after their last relocation. The remaining roof/cover and separation from Blood's body retained protection.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""heard: indistinct impacts"", ""bone"": ""unknown"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [], ""witch"": [], ""warnings"": [{""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E044"", ""mode"": ""heard""}, {""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-UpperCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-UpperCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-UpperCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-UpperCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-UpperCottage"", ""mode"": ""direct""}]}",[90],[],Failed V4 experimental outcome; not approved survivor lore.
P14-05,P14,,edge-animal-split15,"[11.8317, 95.6105]",,False,Leave newly compromised shelter for a nearby known refuge after local disagreement,"Outside at the terminal clock, still following an interrupted journey. Bone had changed this person's movement, but no later completed intended hit reached them. The Mayor's fixed death ends this primary ledger; no cleanup event is inferred.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""heard: cries in settlement"", ""bone"": ""direct: precise local attack"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [""P14-06""], ""witch"": [], ""warnings"": [{""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E044"", ""mode"": ""heard""}, {""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Cottage_08"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_08"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_08"", ""mode"": ""direct""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E456"", ""mode"": ""direct""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E521"", ""mode"": ""direct""}]}","[90, 318.0, 360.0]","[""E456"", ""E521""]",Failed V4 experimental outcome; not approved survivor lore.
P14-07,P14,,edge-animal,"[61.0, 89.0]",,False,Remaining workers abandon unsafe rescue and seek room beyond the house,"Outside at the terminal clock, holding at the last chosen local cover/waypoint. Direct boundary experience discouraged another crossing. Bone had changed this person's movement, but no later completed intended hit reached them. The Mayor's fixed death ends this primary ledger; no cleanup event is inferred.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""direct: overwhelming local strike"", ""bone"": ""direct: precise local attack"", ""barrier"": 4, ""barrier_reports"": [], ""specific_deaths"": [""P06-07"", ""P14-06"", ""P10-01"", ""P06-06"", ""P10-02""], ""witch"": [], ""warnings"": [{""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E044"", ""mode"": ""heard""}, {""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Cottage_08"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_08"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_08"", ""mode"": ""direct""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E456"", ""mode"": ""direct""}, {""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E483"", ""mode"": ""heard""}, {""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E524"", ""mode"": ""heard""}]}","[90, 324.0]","[""Bone C08 protector attack""]",Failed V4 experimental outcome; not approved survivor lore.
P15-02,P15,M11,foresters-split14,"[11.8317, 95.6105]",,False,Leave newly compromised shelter for a nearby known refuge after local disagreement,"Outside at the terminal clock, still following an interrupted journey. Direct boundary experience discouraged another crossing. Bone had changed this person's movement, but no later completed intended hit reached them. The Mayor's fixed death ends this primary ledger; no cleanup event is inferred.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""heard: distant crash"", ""bone"": ""direct: precise local attack"", ""barrier"": 4, ""barrier_reports"": [], ""specific_deaths"": [""P14-03"", ""P15-01""], ""witch"": [], ""warnings"": [{""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E044"", ""mode"": ""heard""}, {""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E069"", ""mode"": ""heard""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-EndRowCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-EndRowCottage"", ""mode"": ""direct""}, {""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E483"", ""mode"": ""heard""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E521"", ""mode"": ""direct""}]}","[90, 116, 130, 151, 312.0, 360.0]","[""E521""]",Failed V4 experimental outcome; not approved survivor lore.
P15-03,P15,M11,foresters,"[-48.8175, 77.1379]",EndRowCottage,False,Remaining occupants barricade and keep quiet; refusal to leave is ordinary fear,"At EndRowCottage, structural state 0. A probe reached this shelter; detection did not itself authorize a remote attack. No lethal executed attack intersected this person's final shelter/movement after their last relocation. The remaining roof/cover and separation from Blood's body retained protection.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""heard: distant crash"", ""bone"": ""unknown"", ""barrier"": 4, ""barrier_reports"": [], ""specific_deaths"": [""P15-01""], ""witch"": [], ""warnings"": [{""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E044"", ""mode"": ""heard""}, {""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E069"", ""mode"": ""heard""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-EndRowCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-EndRowCottage"", ""mode"": ""direct""}]}","[90, 116, 130, 151]",[],Failed V4 experimental outcome; not approved survivor lore.
P16-04,P16,,house-guard,"[-10.0, 136.0]",,False,House guard withdraws to service workers after Mayor is secured; fear replaces ability to protect authority,"Outside at the terminal clock, holding at the last chosen local cover/waypoint. The Mayor's fixed death ends this primary ledger; no cleanup event is inferred. Estate workers/house guard moved on local crisis information; neither creation executed an attack on their final service-side position.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""unknown"", ""bone"": ""unknown"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [], ""witch"": [], ""warnings"": []}",[306.0005409542496],[],Failed V4 experimental outcome; not approved survivor lore.
P16-05,P16,,estate-staff,"[-9.0, 136.0]",,False,Domestic staff approach nearby injured workers to offer help; they have only local service-yard knowledge,"Outside at the terminal clock, holding at the last chosen local cover/waypoint. The Mayor's fixed death ends this primary ledger; no cleanup event is inferred. Estate workers/house guard moved on local crisis information; neither creation executed an attack on their final service-side position.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""unknown"", ""bone"": ""unknown"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [], ""witch"": [], ""warnings"": []}",[262],[],Failed V4 experimental outcome; not approved survivor lore.
P16-06,P16,,estate-staff,"[-9.0, 136.0]",,False,Domestic staff approach nearby injured workers to offer help; they have only local service-yard knowledge,"Outside at the terminal clock, holding at the last chosen local cover/waypoint. The Mayor's fixed death ends this primary ledger; no cleanup event is inferred. Estate workers/house guard moved on local crisis information; neither creation executed an attack on their final service-side position.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""unknown"", ""bone"": ""unknown"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [], ""witch"": [], ""warnings"": []}",[262],[],Failed V4 experimental outcome; not approved survivor lore.
P16-07,P16,,estate-staff,"[-9.0, 136.0]",,False,Domestic staff approach nearby injured workers to offer help; they have only local service-yard knowledge,"Outside at the terminal clock, holding at the last chosen local cover/waypoint. The Mayor's fixed death ends this primary ledger; no cleanup event is inferred. Estate workers/house guard moved on local crisis information; neither creation executed an attack on their final service-side position.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""unknown"", ""bone"": ""unknown"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [], ""witch"": [], ""warnings"": []}",[262],[],Failed V4 experimental outcome; not approved survivor lore.
P16-08,P16,,stable-staff,"[-11.0, 136.0]",,False,Stable worker supports injured helper,"Outside at the terminal clock, holding at the last chosen local cover/waypoint. Bone had changed this person's movement, but no later completed intended hit reached them. The Mayor's fixed death ends this primary ledger; no cleanup event is inferred. Estate workers/house guard moved on local crisis information; neither creation executed an attack on their final service-side position.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""unknown"", ""bone"": ""direct: precise local attack"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [""P16-03"", ""P16-02""], ""witch"": [], ""warnings"": [{""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E177"", ""mode"": ""heard""}, {""topic"": ""injury"", ""value"": ""P17-02"", ""source"": ""E339"", ""mode"": ""direct""}]}","[254, 262]","[""Bone service-yard injury""]",Failed V4 experimental outcome; not approved survivor lore.
P17-02,P17,M12,delivery-helper,"[-11.0, 136.0]",,True,Wounded helper tries to get behind stable-side cover with assistance,"Outside at the terminal clock, holding at the last chosen local cover/waypoint. Bone had changed this person's movement, but no later completed intended hit reached them. The Mayor's fixed death ends this primary ledger; no cleanup event is inferred. Estate workers/house guard moved on local crisis information; neither creation executed an attack on their final service-side position.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""unknown"", ""bone"": ""direct: precise local attack"", ""barrier"": 2, ""barrier_reports"": [], ""specific_deaths"": [""P16-03"", ""P16-02""], ""witch"": [], ""warnings"": [{""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E177"", ""mode"": ""heard""}, {""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E203"", ""mode"": ""heard""}, {""topic"": ""injury"", ""value"": ""P17-02"", ""source"": ""E339"", ""mode"": ""direct""}]}","[146, 254, 262]","[""Bone service-yard injury""]",Failed V4 experimental outcome; not approved survivor lore.
